,bowler,runs_conceded,balls_bowled,wickets,bowl_avg,balls_per_wicket,false_shot%,econ,%career_balls
743,Karan KC,1255,1658,57,22.02,29.09,5.67,4.54,77.3
744,Stuart Matsikenyeri,240,317,4,60.0,79.25,11.67,4.54,75.12
745,Qadeer Ahmed,302,399,6,50.33,66.5,2.51,4.54,78.08
746,Dawlat Zadran,2014,2664,81,24.86,32.89,9.72,4.54,71.17
747,Carlos Brathwaite,652,862,14,46.57,61.57,14.62,4.54,47.23
748,Christopher McBride,100,132,3,33.33,44.0,9.85,4.55,100.0
749,Matt Machan,208,274,7,29.71,39.14,0.0,4.55,68.16
750,Shaminda Eranga,357,471,15,23.8,31.4,23.35,4.55,65.6
751,Tarun Nethula,97,128,2,48.5,64.0,0.0,4.55,47.76
752,Manpreet Gony,41,54,0,inf,inf,22.22,4.56,69.23
753,Jason Krejza,244,321,5,48.8,64.2,19.63,4.56,75.53
754,Liam Livingstone,186,245,8,23.25,30.62,16.73,4.56,43.29
755,Manjula Guruge,180,237,3,60.0,79.0,6.33,4.56,67.52
756,Umesh Yadav,1505,1982,54,27.87,36.7,29.67,4.56,55.61
757,Kosala Kulasekara,19,25,0,inf,inf,4.0,4.56,32.05
758,Mahmudullah,2217,2910,63,35.19,46.19,12.65,4.57,66.9
759,Thilina Kandamby,48,63,0,inf,inf,14.29,4.57,36.21
760,Balaji Rao,157,206,4,39.25,51.5,18.93,4.57,44.59
761,Yasir Arafat,220,289,1,220.0,289.0,18.34,4.57,83.77
762,Barney Rogers,153,201,3,51.0,67.0,8.46,4.57,70.77
763,Sreesanth,1000,1310,33,30.3,39.7,25.57,4.58,51.94
764,Rishad Hossain,55,72,1,55.0,72.0,27.78,4.58,56.25
765,Ryan McLaren,1321,1732,52,25.4,33.31,22.06,4.58,71.84
766,Iain O'Brien,174,228,7,24.86,32.57,19.74,4.58,50.33
767,Shem Ngoche,246,322,7,35.14,46.0,0.62,4.58,81.52
768,Ryan Klein,265,347,4,66.25,86.75,14.7,4.58,56.42
769,Dwayne Bravo,2718,3558,112,24.27,31.77,20.43,4.58,61.11
770,Aftab Alam,802,1050,31,25.87,33.87,8.57,4.58,83.6
771,Mohammad Hasnain,163,213,6,27.17,35.5,12.68,4.59,45.91
772,Jonathan Trott,94,123,0,inf,inf,18.7,4.59,66.85
773,Charles Amini,1103,1441,25,44.12,57.64,1.6,4.59,84.67
774,Jake Ball,227,297,6,37.83,49.5,26.6,4.59,31.33
775,Farhad Reza,587,768,13,45.15,59.08,12.63,4.59,69.57
776,Darron Reekers,94,123,3,31.33,41.0,2.44,4.59,62.12
777,Romario Shepherd,480,626,14,34.29,44.71,20.13,4.6,53.46
778,Luke Woodcock,79,103,1,79.0,103.0,15.53,4.6,62.8
779,Andre Russell,985,1284,32,30.78,40.12,19.47,4.6,55.58
780,Kamran Shazad,105,137,6,17.5,22.83,0.0,4.6,63.13
781,Irfan Sajid,23,30,0,inf,inf,0.0,4.6,100.0
782,Tilak Varma,23,30,0,inf,inf,10.0,4.6,71.43
783,Malcolm Waller,306,399,5,61.2,79.8,8.77,4.6,59.91
784,Kevin Pietersen,164,214,3,54.67,71.33,16.82,4.6,55.01
785,Jeetan Patel,1083,1414,30,36.1,47.13,15.13,4.6,71.13
786,Mohammad Saifuddin,574,748,21,27.33,35.62,21.93,4.6,58.21
787,Zahoor Khan,1533,1996,58,26.43,34.41,5.21,4.61,68.1
788,Kabir Ali,278,362,11,25.27,32.91,16.3,4.61,52.31
789,Iftikhar Ahmed,273,355,8,34.12,44.38,8.17,4.61,44.6
790,Scott Boland,218,284,2,109.0,142.0,15.14,4.61,39.66
791,Yuvraj Singh,1731,2249,49,35.33,45.9,15.7,4.62,60.15
792,Lahiru Gamage,211,274,6,35.17,45.67,25.55,4.62,67.16
793,Rajin Saleh,208,270,8,26.0,33.75,14.44,4.62,99.63
794,Runish Gudhka,60,78,1,60.0,78.0,0.0,4.62,100.0
795,Lahiru Kumara,341,443,18,18.94,24.61,27.31,4.62,35.02
796,Sachith Pathirana,232,301,7,33.14,43.0,14.62,4.62,39.24
797,Odean Smith,167,217,9,18.56,24.11,27.65,4.62,75.61
798,Khary Pierre,37,48,1,37.0,48.0,16.67,4.62,30.77
799,Charl Langeveldt,1836,2377,62,29.61,38.34,19.14,4.63,75.44
800,Donald Tiripano,674,874,17,39.65,51.41,8.7,4.63,57.84
801,Blessing Mahwire,311,403,9,34.56,44.78,18.36,4.63,72.88
802,Alfred Luseno,81,105,6,13.5,17.5,0.0,4.63,77.78
803,Mitchell Marsh,767,994,29,26.45,34.28,20.72,4.63,45.33
804,Rubel Hossain,2208,2855,74,29.84,38.58,18.14,4.64,60.67
805,Robin Peterson,1465,1896,44,33.3,43.09,14.93,4.64,75.84
806,Amjad Javed,255,330,4,63.75,82.5,6.67,4.64,52.3
807,Brad Hodge,51,66,1,51.0,66.0,6.06,4.64,100.0
808,Abinash Bohara,51,66,0,inf,inf,0.0,4.64,100.0
809,Wahab Riaz,2000,2584,59,33.9,43.8,25.04,4.64,59.2
810,Afif Hossain,24,31,1,24.0,31.0,16.13,4.65,32.98
811,Jacob Duffy,110,142,4,27.5,35.5,33.8,4.65,48.8
812,Aizaz Cheema,392,506,19,20.63,26.63,22.13,4.65,76.78
813,Lameck Onyango,339,437,13,26.08,33.62,1.83,4.65,61.9
814,Junior Dala,31,40,0,inf,inf,30.0,4.65,38.83
815,Hiral Patel,232,299,4,58.0,74.75,0.0,4.66,73.11
816,Michael van Lingen,52,67,2,26.0,33.5,1.49,4.66,68.37
817,Aamer Yamin,87,112,0,inf,inf,12.5,4.66,71.34
818,JJ Smuts,70,90,2,35.0,45.0,6.67,4.67,50.0
819,Mohammad Mithun,7,9,0,inf,inf,11.11,4.67,75.0
820,Seren Waters,14,18,0,inf,inf,0.0,4.67,100.0
821,Abu Hider,56,72,2,28.0,36.0,27.78,4.67,66.67
822,Ashok Dinda,237,304,5,47.4,60.8,18.42,4.68,50.92
823,Anrich Nortje,305,391,10,30.5,39.1,23.02,4.68,38.79
824,Lahiru Thirimanne,71,91,3,23.67,30.33,13.19,4.68,87.5
825,Shardul Thakur,697,894,26,26.81,34.38,26.29,4.68,45.73
826,Dawlat Ahmadzai,71,91,1,71.0,91.0,0.0,4.68,80.53
827,Adil Rashid,2420,3102,86,28.14,36.07,18.57,4.68,45.66
828,Hardik Pandya,1384,1774,48,28.83,36.96,24.07,4.68,55.3
829,Seekkuge Prasanna,914,1171,21,43.52,55.76,13.07,4.68,60.21
830,Sajid Mahmood,527,676,14,37.64,48.29,24.26,4.68,57.0
831,Ish Sodhi,998,1274,31,32.19,41.1,16.25,4.7,52.09
832,Nazmul Islam,137,175,1,137.0,175.0,14.29,4.7,66.29
833,Muhammad Jawadullah,105,134,3,35.0,44.67,23.88,4.7,60.09
834,David Hussey,401,512,8,50.12,64.0,13.28,4.7,63.84
835,Pipi Raho,36,46,1,36.0,46.0,0.0,4.7,95.83
836,Danushka Gunathilaka,124,158,4,31.0,39.5,10.76,4.71,39.3
837,David Wiese,407,518,9,45.22,57.56,5.41,4.71,70.28
838,Aiden Markram,282,359,7,40.29,51.29,14.76,4.71,40.66
839,Murali Kartik,410,522,4,102.5,130.5,17.05,4.71,52.3
840,Gulbadin Naib,1517,1934,51,29.75,37.92,10.29,4.71,68.46
841,Chamara Silva,33,42,1,33.0,42.0,23.81,4.71,100.0
842,Jean-Paul Duminy,1566,1997,41,38.2,48.71,13.37,4.71,58.07
843,Neville Madziva,309,394,15,20.6,26.27,24.11,4.71,75.33
844,Jacob Mulder,137,174,5,27.4,34.8,0.0,4.72,93.55
845,Damien Ravu,389,495,6,64.83,82.5,0.0,4.72,78.2
846,Adam Zampa,1974,2511,76,25.97,33.04,17.44,4.72,48.28
847,Brydon Carse,251,319,6,41.83,53.17,23.51,4.72,54.07
848,Sayed Shirzad,26,33,0,inf,inf,24.24,4.73,68.75
849,Kyle Mayers,333,422,9,37.0,46.89,22.27,4.73,61.52
850,Waheed Ahmed,93,118,1,93.0,118.0,7.63,4.73,98.33
851,Farhaan Behardien,272,345,8,34.0,43.12,16.23,4.73,46.06
852,Daryl Tuffey,417,528,9,46.33,58.67,17.42,4.74,53.39
853,Virender Sehwag,940,1190,23,40.87,51.74,15.29,4.74,57.57
854,Corey Anderson,625,791,30,20.83,26.37,19.6,4.74,53.27
855,Elias Sunny,161,204,5,32.2,40.8,25.0,4.74,100.0
856,Tom Curran,529,668,11,48.09,60.73,18.86,4.75,50.99
857,Gavin Main,406,513,22,18.45,23.32,9.36,4.75,79.04
858,Sandeep Goud,57,72,0,inf,inf,0.0,4.75,75.0
859,AM Ghazanfar,38,48,0,inf,inf,8.33,4.75,88.89
860,Samiullah Shinwari,1347,1700,35,38.49,48.57,3.82,4.75,82.64
861,John Kariko,53,67,3,17.67,22.33,13.43,4.75,53.17
862,Hammad Azam,144,182,2,72.0,91.0,16.48,4.75,90.1
863,Aryan Lakra,126,159,3,42.0,53.0,4.4,4.75,50.0
864,Jack Jarvis,42,53,1,42.0,53.0,11.32,4.75,58.24
865,John Nyumbu,576,728,12,48.0,60.67,12.64,4.75,86.26
866,Lockie Ferguson,1612,2036,59,27.32,34.51,26.42,4.75,61.36
867,Anwar Ali,443,560,13,34.08,43.08,15.0,4.75,60.41
868,Malinga Bandara,633,799,17,37.24,47.0,16.77,4.75,59.1
869,Liam Plunkett,1543,1949,60,25.72,32.48,21.81,4.75,46.92
870,Marchant de Lange,77,97,7,11.0,13.86,19.59,4.76,46.19
871,Mehrab Hossain jnr,127,160,3,42.33,53.33,13.12,4.76,82.9
872,Nehemiah Odhiambo,1232,1551,41,30.05,37.83,2.45,4.77,71.34
873,Rawl Lewis,260,327,8,32.5,40.88,18.65,4.77,74.15
874,Rodney Trott,187,235,10,18.7,23.5,0.85,4.77,59.64
875,Tino Best,672,845,20,33.6,42.25,21.78,4.77,80.02
876,Muhammad Zuhaib,62,78,0,inf,inf,12.82,4.77,76.47
877,Milinda Siriwardana,200,251,1,200.0,251.0,11.16,4.78,41.76
878,Craig McMillan,255,320,8,31.88,40.0,13.75,4.78,68.52
879,Shahadat Hossain,928,1166,22,42.18,53.0,18.52,4.78,62.32
880,Mohammad Ashraful,195,245,7,27.86,35.0,13.47,4.78,66.22
881,Keemo Paul,530,665,14,37.86,47.5,18.35,4.78,52.61
882,Kane Williamson,849,1063,28,30.32,37.96,13.17,4.79,72.36
883,Khaled Mahmud,197,247,5,39.4,49.4,14.57,4.79,70.57
884,Kevin Sandher,158,198,4,39.5,49.5,0.0,4.79,64.71
885,Dasun Shanaka,416,521,16,26.0,32.56,17.08,4.79,49.24
886,Khurram Khan,192,240,4,48.0,60.0,0.83,4.8,66.67
887,Stefan Kelly,112,140,3,37.33,46.67,0.0,4.8,52.43
888,Martin Guptill,56,70,4,14.0,17.5,11.43,4.8,63.64
889,Kamindu Mendis,8,10,0,inf,inf,0.0,4.8,6.67
890,Daniel Birrell,20,25,0,inf,inf,0.0,4.8,40.98
891,Scott Cameron,8,10,0,inf,inf,0.0,4.8,10.0
892,Nkrumah Bonner,44,55,1,44.0,55.0,18.18,4.8,82.09
893,Daryl Mitchell,120,150,8,15.0,18.75,20.67,4.8,51.55
894,Rachin Ravindra,272,340,6,45.33,56.67,17.35,4.8,40.67
895,Stuart Binny,276,345,16,17.25,21.56,21.16,4.8,70.12
896,Sourav Ganguly,300,374,5,60.0,74.8,20.86,4.81,74.35
897,Ehsan Nawaz,288,359,9,32.0,39.89,0.28,4.81,69.71
898,Mitchell McClenaghan,1054,1315,41,25.71,32.07,23.95,4.81,55.84
899,Vikramjit Singh,89,111,5,17.8,22.2,20.72,4.81,48.47
900,Vijay Shankar,129,161,4,32.25,40.25,15.53,4.81,69.1
901,Hasan Mahmud,524,652,17,30.82,38.35,28.37,4.82,67.63
902,Eddie Richardson,53,66,2,26.5,33.0,0.0,4.82,100.0
903,Michael Chinouya,45,56,1,45.0,56.0,17.86,4.82,84.85
904,Glenn Maxwell,1535,1912,41,37.44,46.63,14.7,4.82,51.48
905,Kieron Pollard,857,1065,21,40.81,50.71,18.12,4.83,46.73
906,Suresh Raina,909,1130,15,60.6,75.33,13.72,4.83,53.15
907,Shaun Fouché,111,138,5,22.2,27.6,3.62,4.83,88.46
908,George Codrington,235,292,6,39.17,48.67,1.71,4.83,71.57
909,Daan van Bunge,189,235,6,31.5,39.17,1.28,4.83,90.73
910,Dhammika Prasad,555,687,23,24.13,29.87,21.25,4.85,69.53
911,Mohammad Sanuth,34,42,0,inf,inf,0.0,4.86,70.0
912,Luke Jongwe,776,959,25,31.04,38.36,13.24,4.86,67.68
913,Andrew Symonds,1580,1947,44,35.91,44.25,12.74,4.87,77.6
914,Mohammad Nadeem,506,624,16,31.62,39.0,3.04,4.87,76.85
915,Hamilton Masakadza,967,1192,20,48.35,59.6,12.0,4.87,67.69
916,Kesrick Williams,190,234,6,31.67,39.0,12.82,4.87,71.12
917,Colin Munro,320,394,3,106.67,131.33,7.36,4.87,71.38
918,Fayyaz Butt,594,732,19,31.26,38.53,8.06,4.87,68.41
919,Michael Vaughan,161,198,2,80.5,99.0,7.07,4.88,76.74
920,Rahmat Shah,323,397,8,40.38,49.62,4.28,4.88,72.58
921,Joe Denly,26,32,1,26.0,32.0,0.0,4.88,31.37
922,Elton Chigumbura,1989,2443,51,39.0,47.9,13.63,4.88,63.09
923,Najmul Hossain Shanto,13,16,0,inf,inf,12.5,4.88,20.0
924,Andile Phehlukwayo,1127,1386,36,31.31,38.5,20.27,4.88,46.2
925,Gregor Maiden,39,48,0,inf,inf,0.0,4.88,100.0
926,Samit Patel,644,790,16,40.25,49.38,12.91,4.89,66.55
927,Adam Voges,181,222,6,30.17,37.0,13.51,4.89,73.75
928,Thisara Perera,2713,3326,95,28.56,35.01,17.8,4.89,56.34
929,Ben Stokes,1017,1248,27,37.67,46.22,22.44,4.89,39.91
930,Sajeewa Weerakoon,49,60,1,49.0,60.0,6.67,4.9,100.0
931,Andre Adams,231,283,8,28.88,35.38,16.96,4.9,68.69
932,Shane Snater,58,71,2,29.0,35.5,4.23,4.9,47.02
933,Maurits Jonkman,49,60,0,inf,inf,0.0,4.9,58.82
934,Rahul Sharma,58,71,1,58.0,71.0,14.08,4.9,34.47
935,Imran Farhat,18,22,0,inf,inf,13.64,4.91,66.67
936,Dilruwan Perera,244,298,8,30.5,37.25,22.15,4.91,65.21
937,Hayden Walsh,600,731,19,31.58,38.47,20.79,4.92,70.83
938,Rakep Patel,123,150,2,61.5,75.0,0.0,4.92,89.29
939,Raza-ur-Rehman,59,72,1,59.0,72.0,0.0,4.92,58.54
940,Moises Henriques,193,235,6,32.17,39.17,20.0,4.93,58.31
941,Olly Stone,60,73,0,inf,inf,24.66,4.93,22.96
942,Milton Shumba,23,28,0,inf,inf,17.86,4.93,68.29
943,Karthik Meiyappan,683,829,21,32.52,39.48,7.12,4.94,68.63
944,Ashfaq Ahmed,14,17,0,inf,inf,0.0,4.94,70.83
945,Oshane Thomas,304,369,19,16.0,19.42,23.58,4.94,39.51
946,Sachin Tendulkar,603,733,19,31.74,38.58,14.46,4.94,64.19
947,Andrew Ellis,279,339,5,55.8,67.8,6.19,4.94,69.75
948,Albie Morkel,1096,1330,36,30.44,36.94,14.59,4.94,68.1
949,Mohammad Kashif,246,298,6,41.0,49.67,2.68,4.95,97.07
950,Soumya Sarkar,191,231,7,27.29,33.0,20.78,4.96,43.26
951,Danish Kaneria,178,215,3,59.33,71.67,20.47,4.97,68.69
952,Chamara Kapugedera,175,211,2,87.5,105.5,9.95,4.98,79.92
953,Irfan Ahmed,171,206,4,42.75,51.5,1.46,4.98,71.03
954,Stuart Meaker,83,100,2,41.5,50.0,18.0,4.98,87.72
955,Zawar Farid,133,160,6,22.17,26.67,0.0,4.99,79.6
956,Ryan Higgins,188,226,4,47.0,56.5,4.87,4.99,99.12
957,Steven Smith,581,699,17,34.18,41.12,12.02,4.99,64.96
958,Brandon Mavuta,233,280,9,25.89,31.11,17.5,4.99,70.53
959,Jeevan Mendis,793,953,21,37.76,45.38,14.69,4.99,67.83
960,Chris Jordan,678,813,18,37.67,45.17,21.53,5.0,48.89
961,Luuk van Troost,20,24,1,20.0,24.0,0.0,5.0,44.44
962,Tarisai Musakanda,5,6,0,inf,inf,0.0,5.0,50.0
963,Asitha Fernando,90,108,1,90.0,108.0,11.11,5.0,39.71
964,George Worker,5,6,0,inf,inf,16.67,5.0,100.0
965,Rokhan Barakzai,45,54,2,22.5,27.0,18.52,5.0,90.0
966,Andre McCarthy,10,12,0,inf,inf,0.0,5.0,100.0
967,Arshad Ali,15,18,0,inf,inf,0.0,5.0,18.75
968,Gareth Batty,70,84,1,70.0,84.0,15.48,5.0,65.12
969,Cephas Zhuwao,15,18,0,inf,inf,0.0,5.0,94.74
970,Mohammad Boota,10,12,0,inf,inf,0.0,5.0,100.0
971,Marcus Stoinis,839,1005,22,38.14,45.68,17.21,5.01,48.81
972,Fabian Allen,274,328,2,137.0,164.0,10.98,5.01,49.25
973,Dushan Hemantha,91,109,2,45.5,54.5,9.17,5.01,51.42
974,Yusuf Pathan,625,749,13,48.08,57.62,14.42,5.01,50.2
975,Ben Shikongo,413,494,19,21.74,26.0,8.5,5.02,85.17
976,Rohit Sharma,240,286,4,60.0,71.5,10.49,5.03,47.83
977,Aaron Finch,84,100,2,42.0,50.0,5.0,5.04,35.21
978,Jehan Mubarak,42,50,0,inf,inf,2.0,5.04,79.37
979,Gurinder Sandhu,21,25,1,21.0,25.0,8.0,5.04,20.83
980,Aamir Kaleem,68,81,1,68.0,81.0,0.0,5.04,81.0
981,Chris Greaves,392,466,18,21.78,25.89,10.09,5.05,72.47
982,Ryan Watson,233,277,4,58.25,69.25,0.0,5.05,62.39
983,Tinotenda Mutombodzi,249,296,6,41.5,49.33,4.05,5.05,79.57
984,Bilawal Bhatti,200,237,2,100.0,118.5,13.08,5.06,57.8
985,Alex Wharf,98,116,5,19.6,23.2,12.93,5.07,99.15
986,Jason Patraj,76,90,2,38.0,45.0,0.0,5.07,100.0
987,Peter Chase,596,706,21,28.38,33.62,0.57,5.07,56.57
988,Johan van der Wath,218,258,4,54.5,64.5,18.22,5.07,48.5
989,Theo van Woerkom,98,116,2,49.0,58.0,11.21,5.07,69.05
990,Raza Hasan,11,13,0,inf,inf,30.77,5.08,21.67
991,Kyle Phillip,171,202,4,42.75,50.5,12.38,5.08,81.78
992,Rumman Raees,201,237,6,33.5,39.5,22.36,5.09,50.97
993,Mohammad Saleem,45,53,0,inf,inf,37.74,5.09,84.13
994,Shadeep Silva,28,33,0,inf,inf,9.09,5.09,78.57
995,Moneeb Iqbal,117,138,2,58.5,69.0,0.0,5.09,51.11
996,Hasan Durham,90,106,3,30.0,35.33,0.0,5.09,100.0
997,Fawad Alam,204,240,4,51.0,60.0,12.92,5.1,60.3
998,Ashley Noffke,46,54,1,46.0,54.0,22.22,5.11,100.0
999,Anthony Ireland,550,646,17,32.35,38.0,21.98,5.11,77.27
1000,Joe Root,727,854,15,48.47,56.93,11.01,5.11,52.1
1001,Reon King,69,81,3,23.0,27.0,24.69,5.11,67.5
1002,Cameron Stevenson,482,565,16,30.12,35.31,1.77,5.12,81.41
1003,Naveen-ul-Haq,360,422,9,40.0,46.89,20.38,5.12,60.72
1004,Matt Parkinson,123,144,5,24.6,28.8,18.75,5.12,69.23
1005,Shoaib Khan,41,48,0,inf,inf,0.0,5.12,100.0
1006,Rovman Powell,93,109,1,93.0,109.0,13.76,5.12,38.93
1007,Haris Sohail,310,363,5,62.0,72.6,12.67,5.12,56.54
1008,Alok Kapali,314,368,5,62.8,73.6,11.14,5.12,63.56
1009,Carl Mumba,94,110,1,94.0,110.0,13.64,5.13,40.15
1010,Roger Whelan,30,35,0,inf,inf,28.57,5.14,38.89
1011,Chamika Karunaratne,243,283,7,34.71,40.43,20.85,5.15,35.38
1012,Gulsan Jha,390,454,13,30.0,34.92,13.22,5.15,62.45
1013,Aizaz Khan,416,485,9,46.22,53.89,0.21,5.15,65.81
1014,Graeme Smith,394,459,5,78.8,91.8,11.98,5.15,57.09
1015,Shariz Ahmad,240,279,7,34.29,39.86,13.26,5.16,59.87
1016,AB de Villiers,105,122,6,17.5,20.33,21.31,5.16,63.54
1017,Samiullah Khan,74,86,0,inf,inf,20.93,5.16,71.07
1018,Shehan Jayasuriya,154,179,2,77.0,89.5,11.17,5.16,57.37
1019,Uday Bhagwan,49,57,2,24.5,28.5,12.28,5.16,38.78
1020,Tom Heggelman,86,100,4,21.5,25.0,0.0,5.16,98.04
1021,Marcus Trescothick,68,79,0,inf,inf,11.39,5.16,72.48
1022,Brett Dorey,130,151,2,65.0,75.5,17.88,5.17,92.64
1023,MS Dhoni,31,36,1,31.0,36.0,22.22,5.17,100.0
1024,Ben Laughlin,112,130,2,56.0,65.0,17.69,5.17,58.04
1025,Michael Levitt,31,36,0,inf,inf,0.0,5.17,100.0
1026,Dane Paterson,124,144,3,41.33,48.0,22.22,5.17,68.9
1027,Lakshan Sandakan,475,551,15,31.67,36.73,17.24,5.17,36.83
1028,Duanne Olivier,57,66,1,57.0,66.0,21.21,5.18,57.89
1029,Anderson Phillip,121,140,3,40.33,46.67,24.29,5.19,71.79
1030,Ishara Amerasinghe,280,324,6,46.67,54.0,17.9,5.19,76.06
1031,Tapash Baisya,210,243,4,52.5,60.75,12.76,5.19,53.06
1032,Seth Rance,53,61,0,inf,inf,0.0,5.21,57.55
1033,Khaleel Ahmed,228,262,9,25.33,29.11,24.05,5.22,54.24
1034,Muhammad Musa,75,86,2,37.5,43.0,0.0,5.23,88.66
1035,Delyone Borden,34,39,0,inf,inf,0.0,5.23,20.97
1036,Ashan Priyanjan,115,132,3,38.33,44.0,12.88,5.23,49.81
1037,Vusi Sibanda,110,126,1,110.0,126.0,10.32,5.24,71.19
1038,Rikki Clarke,48,55,1,48.0,55.0,12.73,5.24,82.09
1039,Anton Devcich,153,175,1,153.0,175.0,12.57,5.25,53.85
1040,Sultan Ahmed,49,56,0,inf,inf,0.0,5.25,77.78
1041,Saqib Zulfiqar,153,175,4,38.25,43.75,14.29,5.25,55.91
1042,Shingi Masakadza,404,461,8,50.5,57.62,15.18,5.26,58.06
1043,Tanveer Ahmed,143,163,3,47.67,54.33,0.0,5.26,71.18
1044,Jesse Ryder,225,256,8,28.12,32.0,8.98,5.27,62.44
1045,Harry Tector,101,115,4,25.25,28.75,27.83,5.27,58.08
1046,Todd Astle,227,258,10,22.7,25.8,20.16,5.28,95.56
1047,Isuru Udana,411,467,9,45.67,51.89,17.56,5.28,51.26
1048,Nuwan Zoysa,51,58,1,51.0,58.0,24.14,5.28,29.44
1049,Tim Pringle,73,83,0,inf,inf,10.84,5.28,41.71
1050,Tanaka Chivanga,142,161,2,71.0,80.5,22.36,5.29,53.14
1051,Mitchell Swepson,82,93,3,27.33,31.0,25.81,5.29,58.86
1052,Monde Zondeki,217,245,7,31.0,35.0,7.76,5.31,66.4
1053,Gerald Coetzee,193,218,10,19.3,21.8,32.11,5.31,32.63
1054,Virat Kohli,355,401,2,177.5,200.5,11.22,5.31,60.39
1055,Usman Ghani,23,26,0,inf,inf,0.0,5.31,68.42
1056,Faf du Plessis,94,106,1,94.0,106.0,21.7,5.32,55.21
1057,Narsingh Deonarine,339,382,6,56.5,63.67,10.73,5.32,76.25
1058,Daniel Flynn,16,18,0,inf,inf,0.0,5.33,75.0
1059,Fazle Mahmud,16,18,0,inf,inf,0.0,5.33,100.0
1060,Karim Janat,8,9,0,inf,inf,0.0,5.33,11.54
1061,Keegan Meth,223,251,3,74.33,83.67,14.34,5.33,64.69
1062,Marcus North,16,18,0,inf,inf,11.11,5.33,100.0
1063,Shahidullah,16,18,0,inf,inf,11.11,5.33,100.0
1064,Jatinder Singh,24,27,1,24.0,27.0,0.0,5.33,64.29
1065,Danish Aziz,16,18,0,inf,inf,0.0,5.33,60.0
1066,Mervyn Dillon,73,82,2,36.5,41.0,9.76,5.34,47.95
1067,Blair Tickner,234,263,8,29.25,32.88,29.66,5.34,42.15
1068,Azhar Ali,121,136,0,inf,inf,8.82,5.34,52.71
1069,Solomon Mire,367,412,11,33.36,37.45,14.56,5.34,81.1
1070,Ian Butler,353,395,10,35.3,39.5,17.22,5.36,75.96
1071,Abhishek Nayar,17,19,0,inf,inf,42.11,5.37,100.0
1072,Jade Dernbach,702,784,22,31.91,35.64,22.32,5.37,63.48
1073,Sabir Ali,52,58,0,inf,inf,5.17,5.38,55.24
1074,Dominic Blampied,43,48,0,inf,inf,6.25,5.38,61.54
1075,Gaudi Toka,86,96,3,28.67,32.0,0.0,5.38,96.0
1076,Rehan Ahmed,89,99,1,89.0,99.0,21.21,5.39,35.11
1077,Zafar Gohar,54,60,2,27.0,30.0,25.0,5.4,100.0
1078,Reeza Hendricks,9,10,1,9.0,10.0,20.0,5.4,23.81
1079,Noor Ahmad,251,279,6,41.83,46.5,22.94,5.4,54.39
1080,Nicholas Pooran,91,101,4,22.75,25.25,13.86,5.41,58.38
1081,Brandon Glover,319,353,5,63.8,70.6,10.2,5.42,80.41
1082,Younis Khan,113,125,2,56.5,62.5,16.0,5.42,63.45
1083,Glenn Phillips,176,195,5,35.2,39.0,13.85,5.42,42.12
1084,Jacobi Robinson,19,21,0,inf,inf,0.0,5.43,23.33
1085,Tapiwa Mufudza,38,42,0,inf,inf,14.29,5.43,41.18
1086,Elliot Miles,87,96,2,43.5,48.0,5.21,5.44,55.17
1087,James Neesham,1355,1494,42,32.26,35.57,18.34,5.44,60.78
1088,Dolar Mahmud,98,108,4,24.5,27.0,17.59,5.44,50.7
1089,Lutho Sipamla,100,110,0,inf,inf,13.64,5.45,60.11
1090,Nathan Astle,259,285,3,86.33,95.0,13.33,5.45,65.22
1091,Salman Butt,40,44,0,inf,inf,9.09,5.45,61.11
1092,Umran Malik,110,121,5,22.0,24.2,24.79,5.45,32.7
1093,Kavem Hodge,71,78,2,35.5,39.0,11.54,5.46,72.22
1094,Thandi Tshabalala,93,102,2,46.5,51.0,15.69,5.47,70.34
1095,Karun Jethi,52,57,2,26.0,28.5,0.0,5.47,55.88
1096,Collins Obuya,260,285,3,86.67,95.0,1.05,5.47,64.48
1097,Aaron Jones,148,162,0,inf,inf,5.56,5.48,87.1
1098,Dinesh Mongia,161,176,4,40.25,44.0,11.36,5.49,56.41
1099,Shubman Gill,11,12,0,inf,inf,0.0,5.5,100.0
1100,Abul Hasan,100,109,0,inf,inf,35.78,5.5,50.46
1101,Zahir Khan,55,60,2,27.5,30.0,21.67,5.5,100.0
1102,Rob Nicol,209,227,9,23.22,25.22,7.93,5.52,66.96
1103,Philippe Boissevain,183,199,4,45.75,49.75,4.52,5.52,70.82
1104,Manoj Tiwary,93,101,5,18.6,20.2,21.78,5.52,76.52
1105,Steven Welsh,35,38,0,inf,inf,0.0,5.53,63.33
1106,Zahid Mahmood,85,92,1,85.0,92.0,16.3,5.54,42.59
1107,Usama Mir,207,224,5,41.4,44.8,16.96,5.54,35.05
1108,Mohammad Khalil,60,65,3,20.0,21.67,7.69,5.54,44.83
1109,Johann Louw,114,123,2,57.0,61.5,0.0,5.56,78.34
1110,Junior Kariata,26,28,1,26.0,28.0,0.0,5.57,93.33
1111,Krishna Chandran,199,214,4,49.75,53.5,6.07,5.58,56.46
1112,Yasir Mohammad,54,58,0,inf,inf,0.0,5.59,53.7
1113,Siddarth Kaul,42,45,0,inf,inf,28.89,5.6,27.78
1114,Angelo Perera,28,30,0,inf,inf,13.33,5.6,83.33
1115,Kyle Hodsoll,28,30,1,28.0,30.0,0.0,5.6,100.0
1116,Fawad Ahmed,127,136,2,63.5,68.0,6.62,5.6,94.44
